Card ID,Card Name,Expansion,Collection No.,Stage/Type,Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,hp_int,retreat_int,moves_json,move_count
66,Dudunsparce,TEF,129,Stage 1 Pokemon,,,Dunsparce,140,{C},{F},,3,140,3,"[{""card_id"": ""66"", ""move_name"": ""[Ability] Run Away Draw"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, you may draw 3 cards. If you drew any cards in this way, shuffle this Pokemon and all attached cards into your deck.""}, {""card_id"": ""66"", ""move_name"": ""Land Crush"", ""cost"": ""●●●"", ""damage"": ""90"", ""damage_int"": 90, ""effect"": """"}]",2
67,Pineco,TEF,2,Basic Pokemon,,,,70,{G},{R},,2,70,2,"[{""card_id"": ""67"", ""move_name"": ""Ram"", ""cost"": ""●●●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": """"}]",1
68,Seedot,TEF,3,Basic Pokemon,,,,60,{G},{R},,1,60,1,"[{""card_id"": ""68"", ""move_name"": ""Rigidify"", ""cost"": ""{G}"", ""damage"": """", ""damage_int"": null, ""effect"": ""During your opponent’s next turn, this Pokemon takes 30 less damage from attacks (after applying Weakness and Resistance).""}, {""card_id"": ""68"", ""move_name"": ""Hang Down"", ""cost"": ""●●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",2
69,Nuzleaf,TEF,4,Stage 1 Pokemon,,,Seedot,90,{G},{R},,1,90,1,"[{""card_id"": ""69"", ""move_name"": ""Corkscrew Punch"", ""cost"": ""{G}"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}, {""card_id"": ""69"", ""move_name"": ""Comet Slap"", ""cost"": ""●●"", ""damage"": ""30×"", ""damage_int"": 30, ""effect"": ""Flip 3 coins. This attack does 30 damage for each heads.""}]",2
70,Shiftry,TEF,5,Stage 2 Pokemon,,,Nuzleaf,150,{G},{R},,2,150,2,"[{""card_id"": ""70"", ""move_name"": ""Expelling Tornado"", ""cost"": ""{G}"", ""damage"": """", ""damage_int"": null, ""effect"": ""Choose 3 of your opponent’s Benched Pokemon. If you do, shuffle all of your opponent’s Benched Pokemon that you didn’t choose, and all cards attached to those Pokemon, into their deck.""}, {""card_id"": ""70"", ""move_name"": ""Energy Loop"", ""cost"": ""●●"", ""damage"": ""140"", ""damage_int"": 140, ""effect"": ""Put an Energy attached to this Pokemon into your hand.""}]",2
71,Deerling,TEF,16,Basic Pokemon,,,,70,{G},{R},,1,70,1,"[{""card_id"": ""71"", ""move_name"": ""Flop"", ""cost"": ""●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}, {""card_id"": ""71"", ""move_name"": ""Leaf Litter Tackle"", ""cost"": ""{G}●●"", ""damage"": ""40"", ""damage_int"": 40, ""effect"": ""Discard a {G} Energy from this Pokemon.""}]",2
72,Sawsbuck,TEF,17,Stage 1 Pokemon,,,Deerling,130,{G},{R},,2,130,2,"[{""card_id"": ""72"", ""move_name"": ""[Ability] Changing Seasons"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, you may search your deck for a Stadium card, reveal it, and put it into your hand. Then, shuffle your deck.""}, {""card_id"": ""72"", ""move_name"": ""Superpowered Horns"", ""cost"": ""{G}●●"", ""damage"": ""110"", ""damage_int"": 110, ""effect"": """"}]",2
73,Rellor,TEF,23,Basic Pokemon,,,,50,{G},{R},,1,50,1,"[{""card_id"": ""73"", ""move_name"": ""Slight Intrusion"", ""cost"": ""●"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""This Pokemon also does 10 damage to itself.""}]",1
74,Rabsca,TEF,24,Stage 1 Pokemon,,,Rellor,70,{G},{R},,1,70,1,"[{""card_id"": ""74"", ""move_name"": ""[Ability] Spherical Shield"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Prevent all damage from and effects of attacks from your opponent’s Pokemon done to your Benched Pokemon.""}, {""card_id"": ""74"", ""move_name"": ""Psychic"", ""cost"": ""{G}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": ""This attack does 30 more damage for each Energy attached to your opponent’s Active Pokemon.""}]",2
75,Iron Leaves ex,TEF,25,Basic Pokemon,Pokemon ex,Future,,220,{G},{R},,1,220,1,"[{""card_id"": ""75"", ""move_name"": ""[Ability] Rapid Vernier"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""When you play this Pokemon from your hand onto your Bench during your turn, you may switch it with your Active Pokemon. If you do, you may move any amount of Energy from your other Pokemon to this Pokemon.""}, {""card_id"": ""75"", ""move_name"": ""Prism Edge"", ""cost"": ""{G}{G}●"", ""damage"": ""180"", ""damage_int"": 180, ""effect"": ""During your next turn, this Pokemon can’t use attacks.""}]",2
76,Slugma,TEF,28,Basic Pokemon,,,,80,{R},{W},,2,80,2,"[{""card_id"": ""76"", ""move_name"": ""Roasting Heat"", ""cost"": ""{R}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": ""If your opponent’s Active Pokemon is Burned, this attack does 40 more damage.""}]",1
77,Litten,TEF,32,Basic Pokemon,,,,70,{R},{W},,2,70,2,"[{""card_id"": ""77"", ""move_name"": ""Fake Out"", ""cost"": ""{R}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": ""Flip a coin. If heads, your opponent’s Active Pokemon is now Paralyzed.""}]",1
78,Torracat,TEF,33,Stage 1 Pokemon,,,Litten,100,{R},{W},,2,100,2,"[{""card_id"": ""78"", ""move_name"": ""Bite"", ""cost"": ""{R}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}, {""card_id"": ""78"", ""move_name"": ""Flare Strike"", ""cost"": ""{R}●●"", ""damage"": ""80"", ""damage_int"": 80, ""effect"": ""During your next turn, this Pokemon can’t use Flare Strike.""}]",2
79,Incineroar ex,TEF,34,Stage 2 Pokemon,Pokemon ex,,Torracat,320,{R},{W},,2,320,2,"[{""card_id"": ""79"", ""move_name"": ""[Ability] Hustle Play"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Attacks used by this Pokemon cost {C} less for each of your opponent’s Benched Pokemon.""}, {""card_id"": ""79"", ""move_name"": ""Blaze Blast"", ""cost"": ""{R}●●●●"", ""damage"": ""240"", ""damage_int"": 240, ""effect"": ""Your opponent’s Active Pokemon is now Burned.""}]",2
80,Iron Crown ex,TEF,81,Basic Pokemon,Pokemon ex,Future,,220,{P},{D},{F},2,220,2,"[{""card_id"": ""80"", ""move_name"": ""[Ability] Cobalt Command"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Attacks used by your Future Pokemon, except any Iron Crown {ex}, do 20 more damage to your opponent’s Active Pokemon (before applying Weakness and Resistance).""}, {""card_id"": ""80"", ""move_name"": ""Twin Shotels"", ""cost"": ""{P}●●"", ""damage"": """", ""damage_int"": null, ""effect"": ""This attack does 50 damage to 2 of your opponent’s Pokemon. This attack’s damage isn’t affected by Weakness or Resistance, or by any effects on those Pokemon.""}]",2
81,Drilbur,TEF,85,Basic Pokemon,,,,70,{F},{G},,1,70,1,"[{""card_id"": ""81"", ""move_name"": ""[Ability] Dig Dig Dig"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""When you play this Pokemon from your hand onto your Bench during your turn, you may search your deck for up to 3 Basic {F} Energy cards and discard them. Then, shuffle your deck.""}, {""card_id"": ""81"", ""move_name"": ""Sand Spray"", ""cost"": ""{F}●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",2
82,Excadrill,TEF,86,Stage 1 Pokemon,,,Drilbur,130,{F},{G},,2,130,2,"[{""card_id"": ""82"", ""move_name"": ""Mud Shot"", ""cost"": ""●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}, {""card_id"": ""82"", ""move_name"": ""Wild Tackle"", ""cost"": ""{F}{F}●"", ""damage"": ""180"", ""damage_int"": 180, ""effect"": ""This Pokemon also does 50 damage to itself.""}]",2
83,Farigiraf ex,TEF,108,Stage 1 Pokemon,Pokemon ex,Tera(Darkness),Girafarig,260,{D},{G},,2,260,2,"[{""card_id"": ""83"", ""move_name"": ""[Tera]"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks (both yours and your opponent’s).""}, {""card_id"": ""83"", ""move_name"": ""[Ability] Armor Tail"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Prevent all damage done to this Pokemon by attacks from your opponent’s Basic Pokemon {ex}.""}, {""card_id"": ""83"", ""move_name"": ""Dirty Beam"", ""cost"": ""{P}●●"", ""damage"": ""160"", ""damage_int"": 160, ""effect"": ""This attack also does 30 damage to 1 of your opponent’s Benched Pokemon. (Don’t apply Weakness and Resistance for Benched Pokemon.)""}]",3
84,Scizor ex,TEF,111,Stage 1 Pokemon,Pokemon ex,,Scyther,270,{M},{R},{G},2,270,2,"[{""card_id"": ""84"", ""move_name"": ""Steel Wing"", ""cost"": ""●●"", ""damage"": ""70"", ""damage_int"": 70, ""effect"": ""During your opponent’s next turn, this Pokemon takes 50 less damage from attacks (after applying Weakness and Resistance).""}, {""card_id"": ""84"", ""move_name"": ""Cross Breaker"", ""cost"": ""{M}{M}"", ""damage"": ""120×"", ""damage_int"": 120, ""effect"": ""Discard up to 2 {M} Energy from this Pokemon. This attack does 120 damage for each card you discarded in this way.""}]",2
85,Beldum,TEF,113,Basic Pokemon,,,,70,{M},{R},{G},1,70,1,"[{""card_id"": ""85"", ""move_name"": ""Dig Claws"", ""cost"": ""{M}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}, {""card_id"": ""85"", ""move_name"": ""Iron Tackle"", ""cost"": ""{M}●●"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": ""This Pokemon also does 10 damage to itself.""}]",2
86,Metang,TEF,114,Stage 1 Pokemon,,,Beldum,100,{M},{R},{G},2,100,2,"[{""card_id"": ""86"", ""move_name"": ""[Ability] Metal Maker"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, you may look at the top 4 cards of your deck and attach any number of Basic {M} Energy cards you find there to your Pokemon in any way you like. Shuffle the other cards and put them on the bottom of your deck.""}, {""card_id"": ""86"", ""move_name"": ""Beam"", ""cost"": ""{M}●●"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": """"}]",2
87,Miraidon,TEF,121,Basic Pokemon,,Future,,110,竜,,,2,110,2,"[{""card_id"": ""87"", ""move_name"": ""Peak Acceleration"", ""cost"": ""●"", ""damage"": ""40"", ""damage_int"": 40, ""effect"": ""Search your deck for up to 2 Basic Energy cards and attach them to your Future Pokemon in any way you like. Then, shuffle your deck.""}, {""card_id"": ""87"", ""move_name"": ""Sparking Strike"", ""cost"": ""{L}{L}{P}"", ""damage"": ""160"", ""damage_int"": 160, ""effect"": """"}]",2
88,Volbeat,TWM,9,Basic Pokemon,,,,70,{G},{R},,1,70,1,"[{""card_id"": ""88"", ""move_name"": ""Quick Sign"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""If you go first, you can use this attack during your first turn. Search your deck for up to 2 Basic Pokemon and put them onto your Bench. Then, shuffle your deck.""}, {""card_id"": ""88"", ""move_name"": ""Coordinated Strike"", ""cost"": ""●●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": ""If Illumise is on your Bench, this attack does 60 more damage.""}]",2
89,Grookey,TWM,14,Basic Pokemon,,,,70,{G},{R},,1,70,1,"[{""card_id"": ""89"", ""move_name"": ""Smash Kick"", ""cost"": ""{G}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": """"}, {""card_id"": ""89"", ""move_name"": ""Branch Poke"", ""cost"": ""{G}{G}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",2
90,Thwackey,TWM,15,Stage 1 Pokemon,,,Grookey,100,{G},{R},,2,100,2,"[{""card_id"": ""90"", ""move_name"": ""[Ability] Boom Boom Groove"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, if your Active Pokemon has the Festival Lead Ability, you may search your deck for a card and put it into your hand. Then, shuffle your deck.""}, {""card_id"": ""90"", ""move_name"": ""Beat"", ""cost"": ""{G}{G}"", ""damage"": ""50"", ""damage_int"": 50, ""effect"": """"}]",2
91,Rillaboom,TWM,16,Stage 2 Pokemon,,,Thwackey,180,{G},{R},,4,180,4,"[{""card_id"": ""91"", ""move_name"": ""Drum Beating"", ""cost"": ""{G}"", ""damage"": ""60"", ""damage_int"": 60, ""effect"": ""During your opponent’s next turn, attacks used by the Defending Pokemon cost {C} more, and its Retreat Cost is {C} more.""}, {""card_id"": ""91"", ""move_name"": ""Wood Hammer"", ""cost"": ""{G}{G}"", ""damage"": ""180"", ""damage_int"": 180, ""effect"": ""This Pokemon also does 50 damage to itself.""}]",2
92,Applin,TWM,17,Basic Pokemon,,,,40,{G},{R},,1,40,1,"[{""card_id"": ""92"", ""move_name"": ""Tumbling Attack"", ""cost"": ""{G}"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": ""Flip a coin. If heads, this attack does 20 more damage.""}]",1
93,Dipplin,TWM,18,Stage 1 Pokemon,,,Applin,80,{G},{R},,2,80,2,"[{""card_id"": ""93"", ""move_name"": ""[Ability] Festival Lead"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If Festival Grounds is in play, this Pokemon may use an attack it has twice. If the first attack Knocks Out your opponent’s Active Pokemon, you may attack again after your opponent chooses a new Active Pokemon.""}, {""card_id"": ""93"", ""move_name"": ""Do the Wave"", ""cost"": ""{G}"", ""damage"": ""20×"", ""damage_int"": 20, ""effect"": ""This attack does 20 damage for each of your Benched Pokemon.""}]",2
94,Sinistcha,TWM,22,Stage 1 Pokemon,,,Poltchageist,70,{G},{R},,1,70,1,"[{""card_id"": ""94"", ""move_name"": ""Cursed Drop"", ""cost"": ""{G}"", ""damage"": """", ""damage_int"": null, ""effect"": ""Put 4 damage counters on your opponent’s Pokemon in any way you like.""}, {""card_id"": ""94"", ""move_name"": ""Spill the Tea"", ""cost"": ""{G}"", ""damage"": ""70×"", ""damage_int"": 70, ""effect"": ""Discard up to 3 {G} Energy cards from your Pokemon. This attack does 70 damage for each card you discarded in this way.""}]",2
95,Teal Mask Ogerpon,TWM,24,Basic Pokemon,,,,110,{G},{R},,1,110,1,"[{""card_id"": ""95"", ""move_name"": ""Mountain Stroll"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.""}, {""card_id"": ""95"", ""move_name"": ""Ogre Comeback"", ""cost"": ""{G}●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": ""This attack does 20 more damage for each of your opponent’s Benched Pokemon.""}]",2
96,Teal Mask Ogerpon ex,TWM,25,Basic Pokemon,Pokemon ex,Tera(Grass),,210,{G},{R},,1,210,1,"[{""card_id"": ""96"", ""move_name"": ""[Tera]"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks (both yours and your opponent’s).""}, {""card_id"": ""96"", ""move_name"": ""[Ability] Teal Dance"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, you may attach a Basic {G} Energy card from your hand to this Pokemon. If you attached Energy to a Pokemon in this way, draw a card.""}, {""card_id"": ""96"", ""move_name"": ""Myriad Leaf Shower"", ""cost"": ""{G}{G}{G}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": ""This attack does 30 more damage for each Energy attached to both Active Pokemon.""}]",3
97,Litwick,TWM,36,Basic Pokemon,,,,60,{R},{W},,1,60,1,"[{""card_id"": ""97"", ""move_name"": ""Call for Family"", ""cost"": ""{R}"", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for a Basic Pokemon and put it onto your Bench. Then, shuffle your deck.""}, {""card_id"": ""97"", ""move_name"": ""Live Coal"", ""cost"": ""{R}●"", ""damage"": ""20"", ""damage_int"": 20, ""effect"": """"}]",2
98,Chandelure,TWM,38,Stage 2 Pokemon,,,Lampent,130,{R},{W},,2,130,2,"[{""card_id"": ""98"", ""move_name"": ""[Ability] Alluring Light"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Once during your turn, you may have each player draw a card.""}, {""card_id"": ""98"", ""move_name"": ""Mind Ruler"", ""cost"": ""{R}"", ""damage"": ""30×"", ""damage_int"": 30, ""effect"": ""This attack does 30 damage for each card in your opponent’s hand.""}]",2
99,Hearthflame Mask Ogerpon ex,TWM,40,Basic Pokemon,Pokemon ex,Tera(Fire),,210,{R},{W},,1,210,1,"[{""card_id"": ""99"", ""move_name"": ""[Tera]"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""As long as this Pokemon is on your Bench, prevent all damage done to this Pokemon by attacks (both yours and your opponent’s).""}, {""card_id"": ""99"", ""move_name"": ""Wrathful Hearth"", ""cost"": ""{R}●●"", ""damage"": ""20×"", ""damage_int"": 20, ""effect"": ""This attack does 20 damage for each damage counter on this Pokemon.""}, {""card_id"": ""99"", ""move_name"": ""Dynamic Blaze"", ""cost"": ""{R}{R}{R}"", ""damage"": ""140"", ""damage_int"": 140, ""effect"": ""If your opponent’s Active Pokemon is an Evolution Pokemon, this attack does 140 more damage, and discard all Energy from this Pokemon.""}]",3
100,Goldeen,TWM,44,Basic Pokemon,,,,50,{W},{L},,1,50,1,"[{""card_id"": ""100"", ""move_name"": ""[Ability] Festival Lead"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""If Festival Grounds is in play, this Pokemon may use an attack it has twice. If the first attack Knocks Out your opponent’s Active Pokemon, you may attack again after your opponent chooses a new Active Pokemon.""}, {""card_id"": ""100"", ""move_name"": ""Whirlpool"", ""cost"": ""●●"", ""damage"": ""10"", ""damage_int"": 10, ""effect"": ""Flip a coin. If heads, discard an Energy from your opponent’s Active Pokemon.""}]",2
101,Jynx,TWM,46,Basic Pokemon,,,,90,{W},{M},,1,90,1,"[{""card_id"": ""101"", ""move_name"": ""Inviting Kiss"", ""cost"": ""●"", ""damage"": """", ""damage_int"": null, ""effect"": ""Search your deck for a Basic Pokemon and put it onto your Bench. Then, shuffle your deck. If you put any Pokemon onto your Bench in this way, move an Energy from this Pokemon to the new Benched Pokemon.""}, {""card_id"": ""101"", ""move_name"": ""Icy Snow"", ""cost"": ""{W}"", ""damage"": ""30"", ""damage_int"": 30, ""effect"": """"}]",2
102,Milotic,TWM,50,Stage 1 Pokemon,,,Feebas,120,{W},{L},,1,120,1,"[{""card_id"": ""102"", ""move_name"": ""[Ability] Mentally Calm"", ""cost"": """", ""damage"": """", ""damage_int"": null, ""effect"": ""Your opponent’s Pokemon in play and all attached cards can’t be put into your opponent’s hand.""}, {""card_id"": ""102"", ""move_name"": ""Hydro Splash"", ""cost"": ""{W}●●"", ""damage"": ""100"", ""damage_int"": 100, ""effect"": """"}]",2
